order_id,customer_id,order_date,order_status
O17006,C1782,26-03-2025,Shipped
O17007,C1400,26-03-2025,Shipped
O17008,C1661,26-03-2025,
O17009,C1400,26-03-2025,Shipped
O17010,C1254,26-03-2025,Delivered
O17011,C1072,26-03-2025,Shipped
O17012,C1986,26-03-2025,Delivered
O17013,C1143,26-03-2025,Cancelled
O17014,C1126,26-03-2025,Shipped
O17015,C1210,26-03-2025,Cancelled
O17016,C1145,26-03-2025,Delivered
O17017,C1778,26-03-2025,Delivered
O17018,C1011,26-03-2025,Placed
O17019,C1533,26-03-2025,Delivered
O17020,C1536,26-03-2025,Placed
O17021,C1790,26-03-2025,Cancelled
O17022,C1237,26-03-2025,Cancelled
O17023,C1305,26-03-2025,Placed
O17024,C1554,26-03-2025,Cancelled
O17025,C1157,26-03-2025,Placed
O17026,C1901,26-03-2025,Delivered
O17027,C1896,26-03-2025,Delivered
O17028,C1972,26-03-2025,Placed
O17029,C1390,26-03-2025,Delivered
O17030,C1115,26-03-2025,Cancelled
O17031,C1436,26-03-2025,Shipped
O17032,C1897,26-03-2025,Cancelled
O17033,C1776,26-03-2025,Delivered
O17034,C1230,26-03-2025,Placed
O17035,C1090,26-03-2025,Delivered
O17036,C1247,26-03-2025,Cancelled
O17037,C1856,26-03-2025,Cancelled
O17038,C1431,26-03-2025,Placed
O17039,C1653,26-03-2025,Placed
O17040,C1885,26-03-2025,Delivered
O17041,C1862,26-03-2025,Delivered
O17042,C1926,26-03-2025,Delivered
O17043,C1655,26-03-2025,Delivered
O17044,C1429,26-03-2025,Delivered
O17045,C1365,26-03-2025,Placed
O17046,C1013,26-03-2025,Placed
O17047,C1730,26-03-2025,Cancelled
O17048,C1248,26-03-2025,Cancelled
O17049,C1226,26-03-2025,Cancelled
O17050,C1681,26-03-2025,Delivered
O17051,C1106,26-03-2025,Cancelled
O17052,C1574,26-03-2025,Cancelled
O17053,C1621,26-03-2025,Cancelled
O17054,C1043,26-03-2025,Placed
O17055,C1604,26-03-2025,Placed
O17056,C1589,26-03-2025,Placed
O17057,C1120,26-03-2025,Shipped
O17058,C1369,26-03-2025,Cancelled
O17059,C1834,26-03-2025,Cancelled
O17060,C1735,26-03-2025,Placed
O17061,C1355,26-03-2025,Cancelled
O17062,C1872,26-03-2025,Cancelled
O17063,C1587,26-03-2025,Placed
O17064,C1832,27-03-2025,Cancelled
O17065,C1685,27-03-2025,Placed
O17066,C1221,27-03-2025,Shipped
O17067,C1024,27-03-2025,Delivered
O17068,C1101,27-03-2025,Delivered
O17069,C1942,27-03-2025,Cancelled
O17070,C1821,27-03-2025,Placed
O17071,C1746,27-03-2025,Cancelled
O17072,C1869,27-03-2025,Delivered
O17073,C1367,27-03-2025,
O17074,C1360,27-03-2025,Shipped
O17075,C1283,27-03-2025,Cancelled
O17076,C1802,27-03-2025,Placed
O17077,C1332,27-03-2025,Cancelled
O17078,C1715,27-03-2025,Delivered
O17079,C1787,27-03-2025,Shipped
O17080,C1214,27-03-2025,Delivered
O17081,C1758,27-03-2025,Cancelled
O17082,C1771,27-03-2025,Delivered
O17083,C1799,27-03-2025,Shipped
O17084,C1864,27-03-2025,Cancelled
O17085,C1877,27-03-2025,Placed
O17086,C1341,27-03-2025,Delivered
O17087,C1631,27-03-2025,Shipped
O17088,C1324,27-03-2025,Delivered
O17089,C1103,27-03-2025,Placed
O17090,C1654,27-03-2025,Cancelled
O17091,C1320,27-03-2025,Cancelled
O17092,C1654,27-03-2025,Shipped
O17093,C1774,27-03-2025,Cancelled
O17094,C1207,27-03-2025,Delivered
O17095,C1876,27-03-2025,Cancelled
O17096,C1359,27-03-2025,
O17097,C1825,27-03-2025,Cancelled
O17098,C1917,27-03-2025,Delivered
O17099,C1772,27-03-2025,Shipped
O17100,C1982,27-03-2025,Shipped
O17101,C1330,27-03-2025,Placed
O17102,C1114,27-03-2025,Shipped
O17103,C1595,27-03-2025,Delivered
O17104,C1930,27-03-2025,Delivered
O17105,C1774,27-03-2025,Shipped
O17106,C1407,27-03-2025,Placed
O17107,C1203,27-03-2025,Placed
O17108,C1092,27-03-2025,Cancelled
O17109,C1872,27-03-2025,Delivered
O17110,C1149,27-03-2025,Delivered
O17111,C1545,27-03-2025,Delivered
O17112,C1406,27-03-2025,Shipped
O17113,C1943,27-03-2025,Cancelled
O17114,C1106,27-03-2025,Delivered
O17115,C1628,27-03-2025,Placed
O17116,C1331,27-03-2025,Shipped
O17117,C1453,27-03-2025,Placed
O17118,C1251,27-03-2025,Shipped
O17119,C1683,27-03-2025,Delivered
O17120,C1026,27-03-2025,Cancelled
O17121,C1229,27-03-2025,Shipped
O17122,C1251,27-03-2025,Shipped
O17123,C1450,27-03-2025,Shipped
O17124,C1148,27-03-2025,Placed
O17125,C1303,27-03-2025,Shipped
O17126,C1987,27-03-2025,Placed
O17127,C1878,27-03-2025,Cancelled
O17128,C1858,27-03-2025,Cancelled
O17129,C1424,27-03-2025,Shipped
O17130,C1422,27-03-2025,Shipped
O17131,C1868,27-03-2025,Cancelled
O17132,C1642,27-03-2025,Cancelled
O17133,C1764,27-03-2025,Delivered
O17134,C1723,27-03-2025,Delivered
O17135,C1822,27-03-2025,Delivered
O17136,C1441,27-03-2025,Delivered
O17137,C1373,27-03-2025,Shipped
O17138,C1327,27-03-2025,Delivered
O17139,C1078,27-03-2025,Shipped
O17140,C1329,27-03-2025,Shipped
O17141,C1814,27-03-2025,Shipped
O17142,C1098,27-03-2025,Cancelled
O17143,C1548,27-03-2025,
O17144,C1107,27-03-2025,Shipped
O17145,C1737,27-03-2025,Delivered
O17146,C1734,27-03-2025,Shipped
O17147,C1476,27-03-2025,Delivered
O17148,C1588,27-03-2025,Placed
O17149,C1471,27-03-2025,Cancelled
O17150,C1509,27-03-2025,Cancelled
O17151,C1066,27-03-2025,Shipped
O17152,C1022,27-03-2025,Cancelled
O17153,C1572,27-03-2025,Placed
O17154,C1917,27-03-2025,Delivered
O17155,C1488,27-03-2025,Shipped
O17156,C1065,27-03-2025,Delivered
O17157,C1066,27-03-2025,Delivered
O17158,C1583,27-03-2025,Delivered
O17159,C1970,27-03-2025,
O17160,C1730,27-03-2025,Cancelled
O17161,C1441,27-03-2025,Shipped
O17162,C1405,27-03-2025,Shipped
O17163,C1677,27-03-2025,Cancelled
O17164,C1317,27-03-2025,Delivered
O17165,C1338,27-03-2025,Shipped
O17166,C1583,27-03-2025,Cancelled
O17167,C1147,27-03-2025,Delivered
O17168,C1883,27-03-2025,Placed
O17169,C1994,27-03-2025,Placed
O17170,C1729,27-03-2025,Delivered
O17171,C1601,27-03-2025,Placed
O17172,C1793,27-03-2025,Placed
O17173,C1628,27-03-2025,Placed
O17174,C1542,27-03-2025,Cancelled
O17175,C1747,27-03-2025,Shipped
O17176,C1750,27-03-2025,Shipped
O17177,C1254,27-03-2025,Shipped
O17178,C1855,27-03-2025,Shipped
O17179,C1030,27-03-2025,Cancelled
O17180,C1746,27-03-2025,Placed
O17181,C1339,27-03-2025,Placed
O17182,C1096,27-03-2025,Cancelled
O17183,C1587,27-03-2025,Cancelled
O17184,C1824,27-03-2025,Cancelled
O17185,C1390,27-03-2025,Cancelled
O17186,C1867,28-03-2025,Delivered
O17187,C1187,28-03-2025,Placed
O17188,C1318,28-03-2025,Delivered
O17189,C1181,28-03-2025,Cancelled
O17190,C1900,28-03-2025,Delivered
O17191,C1511,28-03-2025,Placed
O17192,C1188,28-03-2025,Delivered
O17193,C1411,28-03-2025,Shipped
O17194,C1232,28-03-2025,Delivered
O17195,C1662,28-03-2025,Placed
O17196,C1347,28-03-2025,Cancelled
O17197,C1769,28-03-2025,Placed
O17198,C1536,28-03-2025,Delivered
O17199,C1020,28-03-2025,Placed
O17200,C1570,28-03-2025,Placed
O17201,C1699,28-03-2025,Delivered
O17202,C1097,28-03-2025,Shipped
O17203,C1001,28-03-2025,Placed
O17204,C1004,28-03-2025,Delivered
O17205,C1393,28-03-2025,Delivered
O17206,C1028,28-03-2025,Delivered
O17207,C1879,28-03-2025,
O17208,C1978,28-03-2025,Shipped
O17209,C1193,28-03-2025,Cancelled
O17210,C1186,28-03-2025,Shipped
O17211,C1999,28-03-2025,Delivered
O17212,C1099,28-03-2025,Shipped
O17213,C1614,28-03-2025,Delivered
O17214,C1587,28-03-2025,Shipped
O17215,C1912,28-03-2025,Cancelled
O17216,C1723,28-03-2025,
O17217,C1519,28-03-2025,Shipped
O17218,C1833,28-03-2025,Cancelled
O17219,C1031,28-03-2025,Placed
O17220,C1957,28-03-2025,Placed
O17221,C1826,28-03-2025,Delivered
O17222,C1957,28-03-2025,Delivered
O17223,C1110,28-03-2025,Delivered
O17224,C1699,28-03-2025,Shipped
O17225,C1604,28-03-2025,Shipped
O17226,C1921,28-03-2025,Placed
O17227,C1509,28-03-2025,Shipped
O17228,C1617,28-03-2025,Shipped
O17229,C1627,28-03-2025,Delivered
O17230,C1960,28-03-2025,Cancelled
O17231,C1950,28-03-2025,Cancelled
O17232,C1802,28-03-2025,Cancelled
O17233,C1966,28-03-2025,Placed
O17234,C1684,28-03-2025,Placed
O17235,C1346,28-03-2025,Shipped
O17236,C1374,28-03-2025,Shipped
O17237,C1245,28-03-2025,Cancelled
O17238,C1192,28-03-2025,Cancelled
O17239,C1042,28-03-2025,Delivered
O17240,C1060,28-03-2025,Cancelled
O17241,C1868,29-03-2025,Placed
O17242,C1679,29-03-2025,Delivered
O17243,C1933,29-03-2025,Cancelled
O17244,C1775,29-03-2025,Shipped
O17245,C1289,29-03-2025,Delivered
O17246,C1138,29-03-2025,Cancelled
O17247,C1781,29-03-2025,Shipped
O17248,C1299,29-03-2025,Cancelled
O17249,C1413,29-03-2025,Cancelled
O17250,C1386,29-03-2025,Placed
O17251,C1502,29-03-2025,Placed
O17252,C1503,29-03-2025,Placed
O17253,C1329,29-03-2025,Cancelled
O17254,C1624,29-03-2025,Cancelled
O17255,C1313,29-03-2025,Cancelled
O17256,C1805,29-03-2025,Delivered
O17257,C1789,29-03-2025,Placed
O17258,C1540,29-03-2025,Placed
O17259,C1192,29-03-2025,Placed
O17260,C1314,29-03-2025,Shipped
O17261,C1656,29-03-2025,Delivered
O17262,C1756,29-03-2025,
O17263,C1547,29-03-2025,Placed
O17264,C1048,29-03-2025,Delivered
O17265,C1394,29-03-2025,Shipped
O17266,C1360,29-03-2025,Placed
O17267,C1843,29-03-2025,Cancelled
O17268,C1756,29-03-2025,Shipped
O17269,C1520,29-03-2025,Delivered
O17270,C1697,29-03-2025,Placed
O17271,C1932,29-03-2025,Shipped
O17272,C1101,29-03-2025,Cancelled
O17273,C1972,29-03-2025,Shipped
O17274,C1913,29-03-2025,Shipped
O17275,C1729,29-03-2025,Delivered
O17276,C1074,29-03-2025,Shipped
O17277,C1507,29-03-2025,Shipped
O17278,C1584,29-03-2025,Placed
O17279,C1046,29-03-2025,Cancelled
O17280,C1210,29-03-2025,Placed
O17281,C1946,29-03-2025,Delivered
O17282,C1004,29-03-2025,Shipped
O17283,C1675,29-03-2025,Delivered
O17284,C1181,29-03-2025,Cancelled
O17285,C1846,29-03-2025,Shipped
O17286,C1939,30-03-2025,Cancelled
O17287,C1045,30-03-2025,Shipped
O17288,C1145,30-03-2025,Shipped
O17289,C1636,30-03-2025,Delivered
O17290,C1903,30-03-2025,Cancelled
O17291,C1696,30-03-2025,Delivered
O17292,C1209,30-03-2025,Delivered
O17293,C1419,30-03-2025,Placed
O17294,C1425,30-03-2025,Cancelled
O17295,C1386,30-03-2025,Delivered
O17296,C1862,30-03-2025,Shipped
O17297,C1836,30-03-2025,Cancelled
O17298,C1259,30-03-2025,Placed
O17299,C1641,30-03-2025,Cancelled
O17300,C1042,30-03-2025,Cancelled
O17301,C1131,30-03-2025,
O17302,C1072,30-03-2025,Placed
O17303,C1118,30-03-2025,Shipped
O17304,C1923,30-03-2025,Cancelled
O17305,C1068,30-03-2025,Shipped
O17306,C1549,30-03-2025,Delivered
O17307,C1171,30-03-2025,Delivered
O17308,C1978,30-03-2025,Cancelled
O17309,C1291,30-03-2025,Delivered
O17310,C1291,30-03-2025,Delivered
O17311,C1111,30-03-2025,Placed
O17312,C1404,30-03-2025,
O17313,C1973,30-03-2025,Placed
O17314,C1568,30-03-2025,Cancelled
O17315,C1205,30-03-2025,Shipped
O17316,C1530,30-03-2025,Placed
O17317,C1480,30-03-2025,Cancelled
O17318,C1111,30-03-2025,Placed
O17319,C1234,30-03-2025,Placed
O17320,C1853,30-03-2025,Cancelled
O17321,C1188,30-03-2025,Placed
O17322,C1780,30-03-2025,Placed
O17323,C1247,30-03-2025,Cancelled
O17324,C1630,30-03-2025,Delivered
O17325,C1448,30-03-2025,Shipped
O17326,C1452,30-03-2025,Placed
O17327,C1678,30-03-2025,Shipped
O17328,C1786,30-03-2025,Shipped
O17329,C1742,30-03-2025,Delivered
O17330,C1044,30-03-2025,Placed
O17331,C1971,30-03-2025,
O17332,C1349,30-03-2025,Delivered
O17333,C1943,30-03-2025,Shipped
O17334,C1358,30-03-2025,Cancelled
O17335,C1205,30-03-2025,Placed
O17336,C1400,30-03-2025,Cancelled
O17337,C1156,30-03-2025,Delivered
O17338,C1517,30-03-2025,Placed
O17339,C1230,30-03-2025,Shipped
O17340,C1642,30-03-2025,Shipped
O17341,C1343,30-03-2025,Cancelled
O17342,C1025,30-03-2025,Cancelled
O17343,C1071,30-03-2025,
O17344,C1616,30-03-2025,Delivered
O17345,C1570,30-03-2025,Shipped
O17346,C1146,30-03-2025,Delivered
O17347,C1058,30-03-2025,Placed
O17348,C1701,30-03-2025,Placed
O17349,C1419,30-03-2025,Placed
O17350,C1633,30-03-2025,Shipped
O17351,C1741,30-03-2025,Delivered
O17352,C1379,30-03-2025,Placed
O17353,C1146,30-03-2025,Placed
O17354,C1700,30-03-2025,Shipped
O17355,C1006,30-03-2025,Cancelled
O17356,C1003,30-03-2025,Placed
O17357,C1833,30-03-2025,Cancelled
O17358,C1787,30-03-2025,Placed
O17359,C1877,30-03-2025,Shipped
O17360,C1780,30-03-2025,Placed
O17361,C1577,30-03-2025,Placed
O17362,C1020,30-03-2025,Cancelled
O17363,C1959,30-03-2025,Cancelled
O17364,C1289,30-03-2025,Cancelled
O17365,C1460,30-03-2025,Shipped
O17366,C1699,30-03-2025,
O17367,C1627,30-03-2025,Delivered
O17368,C1353,30-03-2025,Cancelled
O17369,C1490,30-03-2025,Shipped
O17370,C1465,30-03-2025,Delivered
O17371,C1229,30-03-2025,
O17372,C1293,30-03-2025,Shipped
O17373,C1986,30-03-2025,Cancelled
O17374,C1263,30-03-2025,Shipped
O17375,C1376,30-03-2025,Placed
O17376,C1442,30-03-2025,Delivered
O17377,C1147,30-03-2025,Placed
O17378,C1470,30-03-2025,Cancelled
O17379,C1727,30-03-2025,Shipped
O17380,C1411,30-03-2025,Shipped
O17381,C1860,30-03-2025,Delivered
O17382,C1213,30-03-2025,Cancelled
O17383,C1431,30-03-2025,Cancelled
O17384,C1471,30-03-2025,Cancelled
O17385,C1454,30-03-2025,Cancelled
O17386,C1474,30-03-2025,Delivered
O17387,C1345,30-03-2025,Delivered
O17388,C1681,30-03-2025,Cancelled
O17389,C1136,30-03-2025,Shipped
O17390,C1251,30-03-2025,Shipped
O17391,C1729,30-03-2025,Shipped
O17392,C1582,30-03-2025,Shipped
O17393,C1970,30-03-2025,Delivered
O17394,C1921,30-03-2025,Cancelled
O17395,C1561,30-03-2025,Cancelled
O17396,C1383,30-03-2025,Delivered
O17397,C1218,30-03-2025,Cancelled
O17398,C1144,30-03-2025,Cancelled
O17399,C1111,30-03-2025,Cancelled
O17400,C1307,30-03-2025,Cancelled
O17401,C1204,31-03-2025,Shipped
O17402,C1345,31-03-2025,Shipped
O17403,C1675,31-03-2025,Cancelled
O17404,C1959,31-03-2025,Cancelled
O17405,C1184,31-03-2025,Cancelled
O17406,C1024,31-03-2025,Shipped
O17407,C1395,31-03-2025,Shipped
O17408,C1279,31-03-2025,Shipped
O17409,C1656,31-03-2025,Cancelled
O17410,C1588,31-03-2025,Shipped
O17411,C1154,31-03-2025,Cancelled
O17412,C1324,31-03-2025,Cancelled
O17413,C1251,31-03-2025,Shipped
O17414,C1780,31-03-2025,Cancelled
O17415,C1323,31-03-2025,Placed
O17416,C1692,31-03-2025,Placed
O17417,C1805,31-03-2025,Placed
O17418,C1087,31-03-2025,Placed
O17419,C1008,31-03-2025,Placed
O17420,C1339,31-03-2025,Placed
O17421,C1320,31-03-2025,Delivered
O17422,C1207,31-03-2025,Shipped
O17423,C1980,31-03-2025,Shipped
O17424,C1314,31-03-2025,Placed
O17425,C1371,31-03-2025,Delivered
O17426,C1597,31-03-2025,Cancelled
O17427,C1486,31-03-2025,Delivered
O17428,C1720,31-03-2025,Shipped
O17429,C1296,31-03-2025,Delivered
O17430,C1103,31-03-2025,Shipped
O17431,C1922,31-03-2025,
O17432,C1167,31-03-2025,Cancelled
O17433,C1121,31-03-2025,Cancelled
O17434,C1575,01-04-2025,Cancelled
O17435,C1716,01-04-2025,
O17436,C1706,01-04-2025,Shipped
O17437,C1999,01-04-2025,Placed
O17438,C1679,01-04-2025,Shipped
O17439,C1931,01-04-2025,Cancelled
O17440,C1099,01-04-2025,Placed
O17441,C1138,01-04-2025,Cancelled
O17442,C1484,01-04-2025,Cancelled
O17443,C1488,01-04-2025,Shipped
O17444,C1785,01-04-2025,Placed
O17445,C1600,01-04-2025,Delivered
O17446,C1953,01-04-2025,Cancelled
O17447,C1598,01-04-2025,Shipped
O17448,C1458,01-04-2025,Placed
O17449,C1993,01-04-2025,Cancelled
O17450,C1969,01-04-2025,Delivered
O17451,C1906,01-04-2025,Delivered
O17452,C1087,01-04-2025,Delivered
O17453,C1070,01-04-2025,Shipped
O17454,C1138,01-04-2025,Delivered
O17455,C1693,01-04-2025,Cancelled
O17456,C1938,01-04-2025,Shipped
O17457,C1113,01-04-2025,Shipped
O17458,C1984,01-04-2025,Delivered
O17459,C1299,01-04-2025,Placed
O17460,C1363,01-04-2025,Cancelled
O17461,C1016,01-04-2025,Cancelled
O17462,C1173,01-04-2025,Delivered
O17463,C1871,01-04-2025,Delivered
O17464,C1196,01-04-2025,Delivered
O17465,C1532,01-04-2025,Placed
O17466,C1501,01-04-2025,Delivered
O17467,C1927,01-04-2025,Shipped
O17468,C1053,01-04-2025,Shipped
O17469,C1717,01-04-2025,Delivered
O17470,C1269,01-04-2025,Cancelled
O17471,C1443,01-04-2025,Delivered
O17472,C1041,01-04-2025,Delivered
O17473,C1767,01-04-2025,Cancelled
O17474,C1675,01-04-2025,Placed
O17475,C1340,01-04-2025,Placed
O17476,C1133,01-04-2025,Placed
O17477,C1752,01-04-2025,Placed
O17478,C1309,01-04-2025,Cancelled
O17479,C1204,01-04-2025,
O17480,C1389,01-04-2025,Cancelled
O17481,C1036,01-04-2025,Delivered
O17482,C1713,01-04-2025,Cancelled
O17483,C1343,01-04-2025,Delivered
O17484,C1822,01-04-2025,Cancelled
O17485,C1416,01-04-2025,Delivered
O17486,C1135,01-04-2025,Delivered
O17487,C1736,01-04-2025,
O17488,C1565,01-04-2025,Shipped
O17489,C1500,01-04-2025,Delivered
O17490,C1273,01-04-2025,Placed
O17491,C1935,01-04-2025,Cancelled
O17492,C1940,01-04-2025,Placed
O17493,C1824,01-04-2025,Delivered
O17494,C1917,02-04-2025,Placed
O17495,C1023,02-04-2025,Shipped
O17496,C1825,02-04-2025,Placed
O17497,C1248,02-04-2025,Placed
O17498,C1181,02-04-2025,Delivered
O17499,C1066,02-04-2025,Shipped
O17500,C1585,02-04-2025,Shipped
O17501,C1797,02-04-2025,Placed
O17502,C1884,02-04-2025,Placed
O17503,C1009,02-04-2025,Placed
O17504,C1754,02-04-2025,Delivered
O17505,C1891,02-04-2025,Placed
O17506,C1159,02-04-2025,Cancelled
O17507,C1646,02-04-2025,Delivered
O17508,C1804,02-04-2025,Placed
O17509,C1627,02-04-2025,Placed
O17510,C1057,02-04-2025,Shipped
O17511,C1204,02-04-2025,Placed
O17512,C1190,02-04-2025,Placed
O17513,C1735,02-04-2025,Placed
O17514,C1003,02-04-2025,Cancelled
O17515,C1810,02-04-2025,Shipped
O17516,C1215,02-04-2025,Placed
O17517,C1734,02-04-2025,Placed
O17518,C1396,02-04-2025,Delivered
O17519,C1640,02-04-2025,Shipped
O17520,C1487,02-04-2025,Shipped
O17521,C1725,02-04-2025,Cancelled
O17522,C1619,02-04-2025,Shipped
O17523,C1480,02-04-2025,Delivered
O17524,C1749,02-04-2025,Placed
O17525,C1453,02-04-2025,Shipped
O17526,C1519,02-04-2025,Placed
O17527,C1081,02-04-2025,Shipped
O17528,C1997,02-04-2025,Shipped
O17529,C1269,02-04-2025,Shipped
O17530,C1899,02-04-2025,Shipped
O17531,C1716,02-04-2025,Placed
O17532,C1719,02-04-2025,Placed
O17533,C1192,02-04-2025,Shipped
O17534,C1868,02-04-2025,Delivered
O17535,C1774,02-04-2025,Shipped
O17536,C1166,02-04-2025,Cancelled
O17537,C1650,02-04-2025,Delivered
O17538,C1615,02-04-2025,Cancelled
O17539,C1518,02-04-2025,Delivered
O17540,C1223,02-04-2025,Cancelled
O17541,C1256,02-04-2025,Delivered
O17542,C1753,02-04-2025,Shipped
O17543,C1543,02-04-2025,Placed
O17544,C1670,02-04-2025,Delivered
O17545,C1288,02-04-2025,Shipped
O17546,C1066,02-04-2025,Placed
O17547,C1064,02-04-2025,Cancelled
O17548,C1352,02-04-2025,Placed
O17549,C1634,02-04-2025,Cancelled
O17550,C1081,02-04-2025,Cancelled
O17551,C1012,02-04-2025,Placed
O17552,C1326,02-04-2025,Delivered
O17553,C1714,02-04-2025,Placed
O17554,C1582,02-04-2025,Delivered
O17555,C1744,02-04-2025,Delivered
O17556,C1461,02-04-2025,Delivered
O17557,C1760,02-04-2025,Cancelled
O17558,C1379,02-04-2025,Cancelled
O17559,C1307,02-04-2025,Cancelled
O17560,C1320,02-04-2025,Shipped
O17561,C1233,02-04-2025,Shipped
O17562,C1043,02-04-2025,Delivered
O17563,C1419,02-04-2025,Cancelled
O17564,C1901,02-04-2025,Cancelled
O17565,C1332,02-04-2025,Cancelled
O17566,C1474,02-04-2025,Cancelled
O17567,C1463,02-04-2025,Shipped
O17568,C1145,02-04-2025,Cancelled
O17569,C1429,02-04-2025,Placed
O17570,C1894,02-04-2025,Shipped
O17571,C1807,02-04-2025,Delivered
O17572,C1390,02-04-2025,Shipped
O17573,C1409,02-04-2025,Delivered
O17574,C1014,02-04-2025,Cancelled
O17575,C1810,02-04-2025,Shipped
O17576,C1154,02-04-2025,Shipped
O17577,C1222,02-04-2025,Placed
O17578,C1016,02-04-2025,Cancelled
O17579,C1483,02-04-2025,Shipped
O17580,C1277,02-04-2025,Delivered
O17581,C1202,02-04-2025,Placed
O17582,C1509,02-04-2025,Cancelled
O17583,C1162,02-04-2025,Delivered
O17584,C1849,02-04-2025,Delivered
O17585,C1233,02-04-2025,Shipped
O17586,C1498,02-04-2025,Cancelled
O17587,C1443,02-04-2025,Cancelled
O17588,C1970,02-04-2025,Shipped
O17589,C1499,02-04-2025,Placed
O17590,C1361,02-04-2025,Placed
O17591,C1068,02-04-2025,Delivered
O17592,C1722,02-04-2025,Cancelled
O17593,C1622,02-04-2025,Delivered
O17594,C1144,02-04-2025,Shipped
O17595,C1531,02-04-2025,Cancelled
O17596,C1822,02-04-2025,Shipped
O17597,C1426,02-04-2025,Cancelled
O17598,C1013,02-04-2025,Delivered
O17599,C1646,02-04-2025,Shipped
O17600,C1346,02-04-2025,Delivered
O17601,C1700,02-04-2025,Cancelled
O17602,C1626,02-04-2025,Placed
O17603,C1613,02-04-2025,Shipped
O17604,C1542,02-04-2025,
O17605,C1349,02-04-2025,Delivered
O17606,C1826,02-04-2025,Shipped
O17607,C1378,02-04-2025,Cancelled
O17608,C1064,02-04-2025,Placed
O17609,C1457,02-04-2025,Delivered
O17610,C1427,02-04-2025,Shipped
O17611,C1214,02-04-2025,Delivered
O17612,C1704,02-04-2025,Shipped
O17613,C1931,02-04-2025,Delivered
O17614,C1649,02-04-2025,Cancelled
O17615,C1805,02-04-2025,Delivered
O17616,C1568,02-04-2025,Delivered
O17617,C1591,02-04-2025,Delivered
O17618,C1715,02-04-2025,Shipped
O17619,C1923,02-04-2025,Shipped
O17620,C1988,02-04-2025,Delivered
O17621,C1800,02-04-2025,Shipped
O17622,C1725,02-04-2025,
O17623,C1832,02-04-2025,Shipped
O17624,C1500,02-04-2025,Cancelled
O17625,C1911,02-04-2025,Placed
O17626,C1320,02-04-2025,Placed
O17627,C1393,02-04-2025,Shipped
O17628,C1638,02-04-2025,Delivered
O17629,C1083,02-04-2025,Cancelled
O17630,C1473,02-04-2025,Delivered
O17631,C1068,02-04-2025,Cancelled
O17632,C1398,02-04-2025,Shipped
O17633,C1810,02-04-2025,Delivered
O17634,C1728,02-04-2025,Shipped
O17635,C1372,02-04-2025,Placed
O17636,C1485,02-04-2025,Shipped
O17637,C1228,02-04-2025,Placed
O17638,C1335,02-04-2025,Delivered
O17639,C1844,02-04-2025,Cancelled
O17640,C1575,02-04-2025,Shipped
O17641,C1802,02-04-2025,Delivered
O17642,C1979,02-04-2025,Delivered
O17643,C1496,02-04-2025,Delivered
O17644,C1843,03-04-2025,Shipped
O17645,C1980,03-04-2025,Placed
O17646,C1302,03-04-2025,Placed
O17647,C1753,03-04-2025,Shipped
O17648,C1536,03-04-2025,Delivered
O17649,C1254,03-04-2025,Cancelled
O17650,C1433,03-04-2025,Placed
O17651,C1305,03-04-2025,Delivered
O17652,C1209,03-04-2025,Shipped
O17653,C1303,03-04-2025,Placed
O17654,C1029,03-04-2025,Cancelled
O17655,C1080,03-04-2025,Delivered
O17656,C1476,03-04-2025,Shipped
O17657,C1457,03-04-2025,Cancelled
O17658,C1568,03-04-2025,Shipped
O17659,C1608,03-04-2025,Cancelled
O17660,C1776,03-04-2025,Delivered
O17661,C1110,03-04-2025,Delivered
O17662,C1466,03-04-2025,Delivered
O17663,C1202,03-04-2025,Cancelled
O17664,C1291,03-04-2025,Shipped
O17665,C1600,03-04-2025,Shipped
O17666,C1330,03-04-2025,Placed
O17667,C1126,03-04-2025,Placed
O17668,C1888,03-04-2025,Delivered
O17669,C1565,03-04-2025,Cancelled
O17670,C1377,03-04-2025,Shipped
O17671,C1322,03-04-2025,Cancelled
O17672,C1563,03-04-2025,Placed
O17673,C1643,03-04-2025,Cancelled
O17674,C1661,03-04-2025,Delivered
O17675,C1405,03-04-2025,Shipped
O17676,C1334,03-04-2025,Placed
O17677,C1659,03-04-2025,Delivered
O17678,C1331,03-04-2025,Placed
O17679,C1904,03-04-2025,Placed
O17680,C1740,03-04-2025,Shipped
O17681,C1508,03-04-2025,Placed
O17682,C1949,03-04-2025,Placed
O17683,C1143,03-04-2025,Shipped
O17684,C1104,03-04-2025,Shipped
O17685,C1962,03-04-2025,Shipped
O17686,C1094,03-04-2025,Delivered
O17687,C1995,03-04-2025,Delivered
O17688,C1346,03-04-2025,Placed
O17689,C1422,03-04-2025,Delivered
O17690,C1768,03-04-2025,Placed
O17691,C1504,03-04-2025,Cancelled
O17692,C1558,03-04-2025,Placed
O17693,C1537,03-04-2025,Cancelled
O17694,C1657,03-04-2025,Cancelled
O17695,C1711,03-04-2025,Shipped
O17696,C1561,03-04-2025,Placed
O17697,C1833,03-04-2025,Shipped
O17698,C1459,03-04-2025,Shipped
O17699,C1118,03-04-2025,Delivered
O17700,C1232,03-04-2025,Shipped
O17701,C1057,03-04-2025,Placed
O17702,C1053,03-04-2025,Shipped
O17703,C1490,03-04-2025,Placed
O17704,C1043,03-04-2025,Shipped
O17705,C1776,03-04-2025,Shipped
O17706,C1972,03-04-2025,Shipped
O17707,C1977,03-04-2025,Shipped
