order_id,ship_date,delivery_date,delivery_status,courier
O16950,2025-03-26,2025-03-29,Late,UPS
O16954,2025-03-27,2025-03-31,On Time,UPS
O16956,2025-03-28,2025-03-30,On Time,FedEx
O16957,2025-03-27,2025-03-31,Late,UPS
O16959,2025-03-28,2025-03-30,Late,FedEx
O16960,2025-03-28,2025-03-31,Late,Amazon Logistics
O16961,2025-03-28,2025-04-01,Late,Amazon Logistics
O16962,2025-03-27,2025-03-31,Late,DHL
O16966,2025-03-27,2025-04-01,On Time,DHL
O16967,2025-03-27,2025-03-31,Late,FedEx
O16968,2025-03-28,2025-04-02,Late,Amazon Logistics
O16970,2025-03-26,2025-03-28,Late,DHL
O16971,2025-03-26,2025-03-30,On Time,FedEx
O16974,2025-03-26,2025-03-30,On Time,DHL
O16975,2025-03-28,2025-03-31,On Time,FedEx
O16978,2025-03-27,2025-03-30,On Time,Amazon Logistics
O16979,2025-03-28,2025-04-01,On Time,UPS
O16980,2025-03-27,2025-03-29,Late,DHL
O16982,2025-03-28,2025-03-30,Late,DHL
O16983,2025-03-26,2025-03-31,Late,DHL
O16985,2025-03-26,2025-03-28,On Time,DHL
O16986,2025-03-28,2025-03-31,On Time,DHL
O16987,2025-03-28,2025-04-01,On Time,DHL
O16988,2025-03-28,2025-03-31,Late,UPS
O16989,2025-03-26,2025-03-30,On Time,FedEx
O16990,2025-03-27,2025-03-29,Late,UPS
O16991,2025-03-27,2025-04-01,Late,Amazon Logistics
O16998,2025-03-28,2025-04-01,Late,DHL
O16999,2025-03-29,2025-03-31,Late,FedEx
O17001,2025-03-29,2025-03-31,On Time,FedEx
O17004,2025-03-27,2025-03-31,Late,FedEx
O17005,2025-03-29,2025-03-31,On Time,UPS
O17006,2025-03-29,2025-04-01,On Time,DHL
O17007,2025-03-28,2025-04-02,On Time,DHL
O17009,2025-03-28,2025-04-01,Late,FedEx
O17010,2025-03-27,2025-03-31,Late,DHL
O17011,2025-03-29,2025-04-02,Late,Amazon Logistics
O17012,2025-03-27,2025-03-30,Late,Amazon Logistics
O17014,2025-03-28,2025-03-31,On Time,Amazon Logistics
O17016,2025-03-29,,On Time,FedEx
O17017,2025-03-29,2025-03-31,On Time,UPS
O17019,2025-03-28,2025-04-02,Late,FedEx
O17026,2025-03-28,2025-04-02,Late,DHL
O17027,2025-03-29,2025-04-02,Late,DHL
O17029,2025-03-29,2025-04-03,On Time,FedEx
O17031,2025-03-28,2025-04-01,Late,FedEx
O17033,2025-03-28,2025-03-30,Late,Amazon Logistics
O17035,2025-03-27,2025-03-31,Late,Amazon Logistics
O17040,2025-03-28,2025-03-30,Late,UPS
O17041,2025-03-28,2025-03-31,Late,UPS
O17042,2025-03-28,2025-03-31,Late,DHL
O17043,2025-03-28,2025-04-02,On Time,FedEx
O17044,2025-03-29,2025-04-02,On Time,DHL
O17050,2025-03-27,2025-03-31,On Time,FedEx
O17057,2025-03-29,2025-04-01,Late,FedEx
O17066,2025-03-29,2025-04-02,On Time,Amazon Logistics
O17067,2025-03-28,2025-03-30,Late,Amazon Logistics
O17068,2025-03-30,2025-04-02,Late,UPS
O17072,2025-03-28,2025-03-31,Late,Amazon Logistics
O17073,2025-03-29,,On Time,DHL
O17074,2025-03-28,2025-03-31,Late,FedEx
O17078,2025-03-30,2025-04-04,Late,FedEx
O17079,2025-03-29,2025-03-31,Late,UPS
O17080,2025-03-29,2025-04-03,Late,UPS
O17082,2025-03-29,2025-04-01,Late,FedEx
O17083,2025-03-30,2025-04-04,Late,DHL
O17086,2025-03-28,2025-03-30,Late,FedEx
O17087,2025-03-30,2025-04-02,On Time,FedEx
O17088,2025-03-29,2025-04-02,Late,Amazon Logistics
O17092,2025-03-28,2025-03-31,Late,DHL
O17094,2025-03-29,2025-04-03,On Time,UPS
O17096,2025-03-30,2025-04-01,On Time,FedEx
O17098,2025-03-29,2025-03-31,On Time,FedEx
O17099,2025-03-29,2025-04-03,Late,Amazon Logistics
O17100,2025-03-28,2025-04-02,On Time,Amazon Logistics
O17102,2025-03-28,2025-03-30,Late,FedEx
O17103,2025-03-29,2025-03-31,On Time,DHL
O17104,2025-03-28,2025-03-30,Late,UPS
O17105,2025-03-30,2025-04-01,Late,FedEx
O17109,2025-03-30,2025-04-03,On Time,DHL
O17110,2025-03-30,2025-04-02,On Time,UPS
O17111,2025-03-28,2025-04-01,Late,UPS
O17112,2025-03-30,,Late,DHL
O17114,2025-03-28,2025-04-02,Late,Amazon Logistics
O17116,2025-03-28,2025-04-01,On Time,UPS
O17118,2025-03-29,2025-04-02,On Time,Amazon Logistics
O17119,2025-03-29,2025-03-31,Late,Amazon Logistics
O17121,2025-03-29,2025-04-02,Late,UPS
O17122,2025-03-28,2025-04-01,On Time,DHL
O17123,2025-03-28,2025-03-31,On Time,DHL
O17125,2025-03-30,2025-04-01,Late,UPS
O17129,2025-03-29,2025-03-31,Late,DHL
O17130,2025-03-29,2025-04-02,Late,Amazon Logistics
O17133,2025-03-28,2025-03-31,On Time,FedEx
O17134,2025-03-30,2025-04-04,On Time,FedEx
O17135,2025-03-28,2025-04-01,Late,DHL
O17136,2025-03-28,2025-03-31,On Time,UPS
O17137,2025-03-28,,On Time,FedEx
O17138,2025-03-30,2025-04-01,On Time,DHL
O17139,2025-03-28,2025-04-02,On Time,Amazon Logistics
O17140,2025-03-29,2025-04-03,Late,UPS
O17141,2025-03-28,2025-04-02,On Time,UPS
O17143,2025-03-28,,On Time,Amazon Logistics
O17144,2025-03-30,2025-04-01,On Time,UPS
O17145,2025-03-29,2025-04-02,Late,FedEx
O17146,2025-03-30,2025-04-04,On Time,Amazon Logistics
O17147,2025-03-28,2025-03-31,Late,FedEx
O17151,2025-03-28,2025-04-02,On Time,DHL
O17154,2025-03-28,2025-04-01,On Time,UPS
O17155,2025-03-30,2025-04-02,Late,Amazon Logistics
O17156,2025-03-29,2025-04-03,Late,DHL
O17157,2025-03-30,2025-04-03,Late,DHL
O17158,2025-03-29,2025-04-01,Late,FedEx
O17161,2025-03-29,2025-04-03,On Time,UPS
O17162,2025-03-28,2025-03-31,On Time,UPS
O17164,2025-03-28,2025-03-30,On Time,Amazon Logistics
O17165,2025-03-30,2025-04-02,On Time,UPS
O17167,2025-03-28,2025-04-01,On Time,Amazon Logistics
O17170,2025-03-29,2025-04-01,Late,FedEx
O17175,2025-03-30,2025-04-01,On Time,DHL
O17176,2025-03-28,2025-03-31,On Time,Amazon Logistics
O17177,2025-03-30,2025-04-03,On Time,Amazon Logistics
O17178,2025-03-28,2025-03-30,On Time,UPS
O17186,2025-03-31,2025-04-04,On Time,FedEx
O17188,2025-03-30,2025-04-02,On Time,FedEx
O17190,2025-03-30,2025-04-04,Late,Amazon Logistics
O17192,2025-03-31,2025-04-03,Late,Amazon Logistics
O17193,2025-03-30,2025-04-01,On Time,DHL
O17194,2025-03-30,2025-04-01,Late,Amazon Logistics
O17198,2025-03-30,2025-04-03,On Time,DHL
O17201,2025-03-30,,On Time,FedEx
O17202,2025-03-29,2025-04-03,Late,Amazon Logistics
O17204,2025-03-29,2025-04-02,Late,Amazon Logistics
O17205,2025-03-30,2025-04-04,Late,FedEx
O17206,2025-03-31,2025-04-02,Late,DHL
O17208,2025-03-31,2025-04-05,On Time,UPS
O17210,2025-03-31,2025-04-02,Late,DHL
O17211,2025-03-31,2025-04-02,On Time,FedEx
O17212,2025-03-29,2025-04-01,Late,FedEx
O17213,2025-03-30,2025-04-03,On Time,UPS
O17214,2025-03-29,2025-04-01,On Time,UPS
O17216,2025-03-29,2025-04-02,Late,UPS
O17217,2025-03-30,,Late,FedEx
O17221,2025-03-31,2025-04-02,Late,FedEx
O17222,2025-03-31,,On Time,DHL
O17223,2025-03-30,2025-04-03,On Time,UPS
O17224,2025-03-30,2025-04-04,Late,FedEx
O17225,2025-03-30,2025-04-03,Late,Amazon Logistics
O17227,2025-03-29,2025-03-31,Late,UPS
O17228,2025-03-31,2025-04-03,Late,FedEx
O17229,2025-03-30,2025-04-04,Late,DHL
O17235,2025-03-29,,Late,Amazon Logistics
O17236,2025-03-30,2025-04-03,Late,UPS
O17239,2025-03-30,2025-04-03,Late,UPS
O17242,2025-04-01,,On Time,DHL
O17244,2025-04-01,2025-04-04,Late,FedEx
O17245,2025-03-31,2025-04-04,On Time,UPS
O17247,2025-03-30,2025-04-02,On Time,FedEx
O17256,2025-04-01,2025-04-05,Late,FedEx
O17260,2025-04-01,2025-04-03,Late,DHL
O17261,2025-03-31,,Late,Amazon Logistics
O17264,2025-03-30,2025-04-02,On Time,DHL
O17265,2025-04-01,2025-04-06,Late,FedEx
O17268,2025-03-31,2025-04-05,Late,UPS
O17269,2025-04-01,2025-04-03,On Time,UPS
O17271,2025-04-01,2025-04-06,On Time,FedEx
O17273,2025-03-30,2025-04-01,On Time,DHL
O17274,2025-03-30,2025-04-03,On Time,UPS
O17275,2025-03-30,2025-04-02,On Time,UPS
O17276,2025-03-30,2025-04-03,Late,Amazon Logistics
O17277,2025-03-31,2025-04-04,On Time,UPS
O17281,2025-04-01,2025-04-04,On Time,DHL
O17282,2025-03-30,2025-04-02,On Time,Amazon Logistics
O17283,2025-04-01,2025-04-03,Late,Amazon Logistics
O17285,2025-03-30,2025-04-02,Late,Amazon Logistics
O17287,2025-04-01,2025-04-05,Late,Amazon Logistics
O17288,2025-04-01,2025-04-05,On Time,UPS
O17289,2025-04-02,2025-04-07,Late,Amazon Logistics
O17291,2025-04-01,2025-04-03,On Time,FedEx
O17292,2025-04-02,2025-04-07,On Time,FedEx
O17295,2025-04-02,2025-04-04,On Time,Amazon Logistics
O17296,2025-03-31,2025-04-05,Late,UPS
O17301,2025-04-01,2025-04-05,Late,FedEx
O17303,2025-03-31,2025-04-04,Late,DHL
O17305,2025-03-31,,On Time,FedEx
O17306,2025-04-02,2025-04-07,Late,UPS
O17307,2025-04-01,2025-04-06,On Time,Amazon Logistics
O17309,2025-04-02,2025-04-05,Late,Amazon Logistics
O17310,2025-03-31,2025-04-02,Late,FedEx
O17312,2025-04-02,2025-04-06,On Time,FedEx
O17315,2025-04-01,2025-04-05,On Time,FedEx
O17324,2025-03-31,2025-04-05,On Time,UPS
O17325,2025-03-31,,On Time,FedEx
O17327,2025-04-01,2025-04-04,On Time,DHL
O17328,2025-04-02,2025-04-07,On Time,FedEx
O17329,2025-03-31,2025-04-05,On Time,FedEx
O17331,2025-03-31,2025-04-02,Late,FedEx
O17332,2025-04-01,2025-04-05,On Time,FedEx
O17333,2025-04-01,2025-04-06,On Time,Amazon Logistics
O17337,2025-04-02,2025-04-06,On Time,UPS
O17339,2025-03-31,2025-04-04,Late,Amazon Logistics
O17340,2025-04-01,2025-04-06,Late,Amazon Logistics
O17343,2025-03-31,2025-04-03,Late,UPS
O17344,2025-03-31,2025-04-05,On Time,FedEx
O17345,2025-04-01,2025-04-04,On Time,DHL
O17346,2025-03-31,2025-04-03,Late,UPS
O17350,2025-04-01,,On Time,FedEx
O17351,2025-04-02,2025-04-05,On Time,UPS
O17354,2025-04-02,2025-04-05,On Time,FedEx
O17359,2025-04-02,2025-04-05,Late,Amazon Logistics
O17365,2025-04-02,2025-04-07,On Time,DHL
O17367,2025-04-01,2025-04-06,On Time,FedEx
O17369,2025-04-02,2025-04-05,On Time,UPS
O17370,2025-04-01,2025-04-06,On Time,UPS
O17371,2025-04-01,2025-04-04,On Time,UPS
O17372,2025-03-31,2025-04-05,On Time,UPS
O17374,2025-04-01,,Late,DHL
O17376,2025-04-02,2025-04-05,On Time,FedEx
O17379,2025-03-31,2025-04-04,Late,DHL
O17380,2025-03-31,2025-04-04,Late,FedEx
O17381,2025-04-01,,Late,DHL
O17386,2025-04-01,2025-04-05,On Time,DHL
O17387,2025-04-01,2025-04-06,On Time,DHL
O17389,2025-03-31,2025-04-02,Late,FedEx
O17390,2025-04-02,2025-04-05,On Time,DHL
O17391,2025-04-02,,Late,DHL
O17392,2025-04-02,,Late,UPS
O17393,2025-03-31,2025-04-05,Late,DHL
O17396,2025-04-01,2025-04-05,On Time,UPS
O17401,2025-04-02,2025-04-07,On Time,UPS
O17402,2025-04-03,2025-04-05,On Time,Amazon Logistics
O17406,2025-04-03,2025-04-06,On Time,Amazon Logistics
O17407,2025-04-01,2025-04-03,On Time,DHL
O17408,2025-04-02,,Late,FedEx
O17410,2025-04-02,2025-04-07,Late,UPS
O17413,2025-04-03,2025-04-05,Late,Amazon Logistics
O17421,2025-04-02,2025-04-06,On Time,UPS
O17422,2025-04-02,,Late,Amazon Logistics
O17423,2025-04-02,2025-04-06,On Time,DHL
O17425,2025-04-01,,Late,Amazon Logistics
O17427,2025-04-03,2025-04-06,Late,Amazon Logistics
O17428,2025-04-01,2025-04-05,Late,Amazon Logistics
O17429,2025-04-03,2025-04-08,On Time,UPS
O17430,2025-04-03,2025-04-06,Late,Amazon Logistics
O17431,2025-04-02,2025-04-06,On Time,DHL
O17435,2025-04-04,2025-04-07,On Time,FedEx
O17436,2025-04-02,2025-04-06,Late,Amazon Logistics
O17438,2025-04-03,2025-04-08,On Time,FedEx
O17443,2025-04-04,2025-04-08,On Time,UPS
O17445,2025-04-04,2025-04-09,Late,Amazon Logistics
O17447,2025-04-04,2025-04-08,On Time,FedEx
O17450,2025-04-04,2025-04-06,Late,Amazon Logistics
O17451,2025-04-02,2025-04-07,On Time,UPS
O17452,2025-04-03,2025-04-07,Late,FedEx
O17453,2025-04-04,2025-04-09,On Time,Amazon Logistics
O17454,2025-04-04,2025-04-09,On Time,UPS
O17456,2025-04-02,2025-04-05,On Time,DHL
O17457,2025-04-04,2025-04-09,On Time,DHL
O17458,2025-04-03,2025-04-05,On Time,FedEx
O17462,2025-04-03,2025-04-08,On Time,DHL
O17463,2025-04-04,,On Time,Amazon Logistics
O17464,2025-04-03,2025-04-05,Late,DHL
O17466,2025-04-02,2025-04-04,Late,FedEx
O17467,2025-04-03,2025-04-08,On Time,UPS
O17468,2025-04-03,2025-04-06,On Time,UPS
O17469,2025-04-03,2025-04-08,Late,Amazon Logistics
O17471,2025-04-04,2025-04-06,On Time,UPS
O17472,2025-04-03,,On Time,FedEx
O17481,2025-04-02,2025-04-07,Late,Amazon Logistics
O17483,2025-04-02,2025-04-07,On Time,DHL
O17485,2025-04-04,2025-04-07,On Time,FedEx
O17486,2025-04-03,2025-04-06,Late,FedEx
O17487,2025-04-02,,Late,Amazon Logistics
O17488,2025-04-04,2025-04-09,Late,Amazon Logistics
O17489,2025-04-04,2025-04-06,Late,DHL
O17493,2025-04-02,2025-04-06,Late,UPS
O17495,2025-04-05,2025-04-09,On Time,DHL
O17498,2025-04-05,2025-04-08,On Time,Amazon Logistics
O17499,2025-04-04,2025-04-09,Late,UPS
O17500,2025-04-04,2025-04-07,On Time,FedEx
O17504,2025-04-04,2025-04-07,Late,UPS
O17507,2025-04-05,2025-04-09,Late,FedEx
O17510,2025-04-03,2025-04-08,Late,DHL
O17515,2025-04-04,2025-04-07,On Time,DHL
O17518,2025-04-04,2025-04-08,Late,UPS
O17519,2025-04-04,2025-04-07,Late,FedEx
O17520,2025-04-03,2025-04-05,On Time,DHL
O17522,2025-04-05,2025-04-07,Late,FedEx
O17523,2025-04-03,,On Time,DHL
O17525,2025-04-05,2025-04-07,Late,Amazon Logistics
O17527,2025-04-04,,Late,Amazon Logistics
O17528,2025-04-04,2025-04-09,Late,DHL
O17529,2025-04-04,2025-04-09,On Time,DHL
O17530,2025-04-05,2025-04-08,On Time,DHL
O17533,2025-04-04,2025-04-07,On Time,Amazon Logistics
O17534,2025-04-04,2025-04-07,On Time,UPS
O17535,2025-04-04,2025-04-08,Late,FedEx
O17537,2025-04-03,,On Time,Amazon Logistics
O17539,2025-04-03,2025-04-08,On Time,DHL
O17541,2025-04-04,,On Time,FedEx
O17542,2025-04-03,2025-04-08,Late,UPS
O17544,2025-04-05,2025-04-10,Late,DHL
O17545,2025-04-04,2025-04-07,On Time,UPS
O17552,2025-04-04,2025-04-08,Late,Amazon Logistics
O17554,2025-04-04,2025-04-09,On Time,Amazon Logistics
O17555,2025-04-03,2025-04-07,On Time,DHL
O17556,2025-04-03,2025-04-07,On Time,FedEx
O17560,2025-04-05,2025-04-10,On Time,UPS
O17561,2025-04-04,2025-04-09,Late,FedEx
O17562,2025-04-03,,On Time,UPS
O17567,2025-04-03,,On Time,Amazon Logistics
O17570,2025-04-05,2025-04-07,Late,FedEx
O17571,2025-04-05,2025-04-07,Late,FedEx
O17572,2025-04-04,2025-04-08,Late,Amazon Logistics
O17573,2025-04-04,2025-04-09,On Time,FedEx
O17575,2025-04-05,2025-04-08,On Time,FedEx
O17576,2025-04-03,2025-04-06,Late,DHL
O17579,2025-04-05,2025-04-10,Late,DHL
O17580,2025-04-05,2025-04-09,On Time,DHL
O17583,2025-04-05,2025-04-08,On Time,FedEx
O17584,2025-04-03,2025-04-07,Late,DHL
O17585,2025-04-03,2025-04-06,On Time,FedEx
O17588,2025-04-04,2025-04-09,On Time,DHL
O17591,2025-04-05,2025-04-08,Late,DHL
O17593,2025-04-05,2025-04-08,Late,DHL
O17594,2025-04-04,2025-04-08,Late,Amazon Logistics
O17596,2025-04-05,2025-04-08,Late,FedEx
O17598,2025-04-04,2025-04-06,Late,DHL
O17599,2025-04-05,2025-04-09,Late,FedEx
O17600,2025-04-03,2025-04-05,Late,Amazon Logistics
O17603,2025-04-03,2025-04-08,Late,Amazon Logistics
O17604,2025-04-03,2025-04-06,On Time,UPS
O17605,2025-04-04,2025-04-08,Late,FedEx
O17606,2025-04-03,2025-04-06,Late,DHL
O17609,2025-04-05,2025-04-08,Late,DHL
O17610,2025-04-05,2025-04-08,On Time,FedEx
O17611,2025-04-03,2025-04-07,On Time,Amazon Logistics
O17612,2025-04-05,2025-04-08,Late,DHL
O17613,2025-04-05,2025-04-07,Late,DHL
O17615,2025-04-03,2025-04-06,On Time,UPS
O17616,2025-04-05,2025-04-10,Late,Amazon Logistics
O17617,2025-04-03,,On Time,DHL
O17618,2025-04-04,2025-04-08,Late,UPS
O17619,2025-04-05,2025-04-09,On Time,FedEx
O17620,2025-04-04,2025-04-07,On Time,Amazon Logistics
O17621,2025-04-04,2025-04-08,On Time,FedEx
O17622,2025-04-03,2025-04-05,Late,FedEx
O17623,2025-04-05,2025-04-08,Late,FedEx
O17627,2025-04-04,2025-04-06,Late,DHL
O17628,2025-04-05,2025-04-07,Late,FedEx
O17630,2025-04-03,2025-04-07,Late,FedEx
O17632,2025-04-04,2025-04-07,Late,FedEx
O17633,2025-04-05,2025-04-09,Late,Amazon Logistics
O17634,2025-04-05,2025-04-08,On Time,UPS
O17636,2025-04-03,2025-04-06,Late,UPS
O17638,2025-04-05,2025-04-08,Late,Amazon Logistics
O17640,2025-04-03,2025-04-07,On Time,FedEx
O17641,2025-04-04,2025-04-06,Late,UPS
O17642,2025-04-04,2025-04-09,Late,Amazon Logistics
O17643,2025-04-03,2025-04-07,On Time,Amazon Logistics
O17644,2025-04-05,2025-04-07,On Time,FedEx
O17647,2025-04-04,,On Time,Amazon Logistics
O17648,2025-04-04,2025-04-06,Late,Amazon Logistics
O17651,2025-04-06,2025-04-10,On Time,Amazon Logistics
O17652,2025-04-06,2025-04-11,On Time,DHL
O17655,2025-04-05,2025-04-07,On Time,FedEx
O17656,2025-04-04,2025-04-09,On Time,UPS
O17658,2025-04-05,2025-04-10,Late,Amazon Logistics
O17660,2025-04-05,2025-04-09,Late,DHL
O17661,2025-04-06,2025-04-08,On Time,UPS
O17662,2025-04-06,,Late,Amazon Logistics
O17664,2025-04-05,2025-04-08,On Time,FedEx
O17665,2025-04-04,2025-04-06,Late,DHL
O17668,2025-04-04,2025-04-09,Late,FedEx
O17670,2025-04-06,,On Time,DHL
O17674,2025-04-06,2025-04-10,Late,UPS
O17675,2025-04-04,2025-04-08,Late,DHL
O17677,2025-04-04,2025-04-08,On Time,Amazon Logistics
O17680,2025-04-06,2025-04-10,Late,UPS
O17683,2025-04-06,2025-04-08,Late,Amazon Logistics
O17684,2025-04-04,2025-04-06,Late,DHL
O17685,2025-04-04,2025-04-09,On Time,Amazon Logistics
O17686,2025-04-05,2025-04-08,On Time,DHL
O17687,2025-04-06,2025-04-09,On Time,FedEx
O17689,2025-04-06,2025-04-10,Late,DHL
O17695,2025-04-05,2025-04-09,Late,FedEx
O17697,2025-04-04,2025-04-08,Late,DHL
O17698,2025-04-05,,Late,UPS
O17699,2025-04-06,2025-04-08,On Time,UPS
O17700,2025-04-05,2025-04-09,On Time,FedEx
O17702,2025-04-04,2025-04-06,On Time,Amazon Logistics
O17704,2025-04-05,2025-04-09,Late,Amazon Logistics
O17705,2025-04-04,2025-04-06,On Time,FedEx
O17706,2025-04-05,2025-04-10,Late,Amazon Logistics
O17707,2025-04-04,,On Time,FedEx
O17708,2025-04-05,2025-04-09,Late,FedEx
O17711,2025-04-05,2025-04-10,On Time,DHL
O17716,2025-04-05,2025-04-07,Late,UPS
O17718,2025-04-05,2025-04-07,On Time,FedEx
O17720,2025-04-06,2025-04-08,Late,Amazon Logistics
O17721,2025-04-07,,Late,FedEx
O17722,2025-04-06,2025-04-09,Late,UPS
O17724,2025-04-06,,Late,Amazon Logistics
O17725,2025-04-07,2025-04-09,Late,Amazon Logistics
O17727,2025-04-06,2025-04-08,On Time,DHL
O17728,2025-04-07,2025-04-09,Late,UPS
O17729,2025-04-05,2025-04-08,Late,UPS
O17730,2025-04-07,2025-04-11,Late,Amazon Logistics
O17732,2025-04-05,2025-04-09,Late,DHL
O17735,2025-04-05,2025-04-10,Late,FedEx
O17738,2025-04-06,2025-04-09,On Time,UPS
O17739,2025-04-06,,Late,Amazon Logistics
O17740,2025-04-07,,Late,UPS
O17741,2025-04-06,2025-04-09,Late,DHL
O17743,2025-04-07,,Late,FedEx
O17744,2025-04-05,2025-04-08,Late,FedEx
O17747,2025-04-08,,On Time,Amazon Logistics
O17748,2025-04-07,2025-04-09,Late,UPS
O17751,2025-04-08,2025-04-10,Late,DHL
O17753,2025-04-08,2025-04-12,On Time,DHL
O17755,2025-04-08,2025-04-11,Late,UPS
O17756,2025-04-08,2025-04-10,On Time,FedEx
O17762,2025-04-06,2025-04-11,Late,UPS
O17765,2025-04-06,2025-04-11,Late,Amazon Logistics
O17767,2025-04-07,2025-04-12,On Time,FedEx
O17768,2025-04-07,2025-04-12,On Time,DHL
O17770,2025-04-07,,On Time,FedEx
O17771,2025-04-08,2025-04-10,On Time,FedEx
O17775,2025-04-07,2025-04-09,Late,FedEx
O17777,2025-04-08,2025-04-12,Late,UPS
O17782,2025-04-08,2025-04-11,On Time,FedEx
O17783,2025-04-08,2025-04-10,Late,DHL
O17786,2025-04-08,,On Time,FedEx
O17792,2025-04-06,2025-04-09,Late,Amazon Logistics
O17796,2025-04-07,,On Time,DHL
O17797,2025-04-07,2025-04-10,On Time,UPS
O17799,2025-04-07,2025-04-11,Late,UPS
O17800,2025-04-08,,On Time,DHL
O17801,2025-04-07,2025-04-10,Late,FedEx
O17807,2025-04-08,2025-04-13,On Time,Amazon Logistics
O17809,2025-04-07,2025-04-09,On Time,FedEx
O17810,2025-04-06,2025-04-08,Late,DHL
O17812,2025-04-07,2025-04-12,On Time,DHL
O17813,2025-04-07,,On Time,DHL
O17814,2025-04-07,2025-04-10,Late,DHL
O17815,2025-04-08,2025-04-13,Late,Amazon Logistics
O17816,2025-04-07,2025-04-09,On Time,FedEx
O17819,2025-04-07,2025-04-09,On Time,DHL
O17823,2025-04-07,,Late,Amazon Logistics
O17824,2025-04-08,2025-04-11,On Time,FedEx
O17825,2025-04-07,,On Time,DHL
O17827,2025-04-08,2025-04-11,On Time,UPS
O17829,2025-04-07,2025-04-09,On Time,FedEx
O17830,2025-04-09,2025-04-13,On Time,DHL
O17831,2025-04-08,2025-04-13,Late,FedEx
O17832,2025-04-09,2025-04-12,Late,UPS
O17833,2025-04-09,2025-04-13,On Time,Amazon Logistics
O17840,2025-04-08,2025-04-12,On Time,Amazon Logistics
O17841,2025-04-09,,Late,FedEx
O17842,2025-04-09,2025-04-12,Late,DHL
O17844,2025-04-09,2025-04-14,Late,UPS
O17847,2025-04-08,,On Time,UPS
O17851,2025-04-08,2025-04-12,On Time,FedEx
O17854,2025-04-07,2025-04-09,Late,DHL
O17856,2025-04-07,2025-04-09,On Time,FedEx
O17858,2025-04-08,2025-04-12,On Time,Amazon Logistics
O17860,2025-04-08,2025-04-12,Late,DHL
O17862,2025-04-08,2025-04-11,Late,UPS
O17863,2025-04-07,2025-04-12,Late,UPS
O17865,2025-04-07,2025-04-10,On Time,UPS
O17867,2025-04-07,,Late,DHL
O17869,2025-04-09,2025-04-14,On Time,FedEx
O17871,2025-04-08,2025-04-10,On Time,UPS
O17881,2025-04-08,2025-04-11,On Time,FedEx
O17886,2025-04-09,2025-04-12,Late,DHL
O17888,2025-04-10,2025-04-13,Late,DHL
O17891,2025-04-09,2025-04-12,Late,DHL
O17893,2025-04-08,2025-04-10,Late,Amazon Logistics
O17897,2025-04-09,,On Time,FedEx
O17900,2025-04-09,2025-04-14,On Time,DHL
O17901,2025-04-10,2025-04-15,On Time,DHL
O17907,2025-04-10,2025-04-12,Late,Amazon Logistics
O17908,2025-04-10,2025-04-13,Late,FedEx
O17909,2025-04-08,2025-04-11,Late,FedEx
O17911,2025-04-10,2025-04-12,On Time,DHL
O17914,2025-04-09,,On Time,FedEx
O17916,2025-04-09,2025-04-11,On Time,FedEx
O17918,2025-04-10,2025-04-14,Late,DHL
O17919,2025-04-09,2025-04-14,Late,Amazon Logistics
O17923,2025-04-09,2025-04-14,Late,UPS
O17924,2025-04-09,2025-04-13,On Time,FedEx
O17928,2025-04-08,,Late,FedEx
O17931,2025-04-09,2025-04-13,On Time,Amazon Logistics
O17934,2025-04-09,2025-04-13,Late,Amazon Logistics
O17935,2025-04-09,2025-04-14,On Time,DHL
O17937,2025-04-08,2025-04-12,On Time,DHL
O17938,2025-04-08,2025-04-12,On Time,FedEx
O17941,2025-04-08,,On Time,FedEx
O17942,2025-04-10,2025-04-13,Late,DHL
O17943,2025-04-08,2025-04-12,On Time,DHL
O17944,2025-04-10,2025-04-15,On Time,DHL
O17946,2025-04-08,2025-04-13,Late,Amazon Logistics
O17949,2025-04-08,2025-04-11,On Time,FedEx
O17950,2025-04-10,2025-04-15,On Time,UPS
O17952,2025-04-09,2025-04-12,On Time,FedEx
O17954,2025-04-08,2025-04-12,Late,UPS
O17956,2025-04-10,2025-04-13,On Time,Amazon Logistics
O17957,2025-04-08,2025-04-10,Late,DHL
O17959,2025-04-10,,On Time,DHL
O17965,2025-04-08,,Late,FedEx
O17966,2025-04-09,2025-04-14,On Time,UPS
O17969,2025-04-08,2025-04-10,Late,FedEx
O17971,2025-04-10,2025-04-13,Late,Amazon Logistics
O17972,2025-04-10,2025-04-12,Late,UPS
O17973,2025-04-09,2025-04-11,Late,UPS
O17976,2025-04-08,2025-04-12,On Time,FedEx
O17978,2025-04-11,2025-04-14,On Time,DHL
O17980,2025-04-11,2025-04-15,On Time,DHL
O17981,2025-04-10,2025-04-12,On Time,FedEx
O17983,2025-04-10,2025-04-15,Late,Amazon Logistics
O17984,2025-04-09,2025-04-14,Late,UPS
O17989,2025-04-09,2025-04-13,On Time,UPS
O17991,2025-04-11,2025-04-16,On Time,UPS
O17992,2025-04-11,2025-04-15,Late,DHL
O17993,2025-04-09,,On Time,Amazon Logistics
O17994,2025-04-10,2025-04-13,Late,DHL
O17995,2025-04-09,2025-04-13,On Time,DHL
O17998,2025-04-09,2025-04-12,On Time,Amazon Logistics
O17999,2025-04-11,2025-04-13,Late,Amazon Logistics
O18001,2025-04-09,2025-04-11,Late,FedEx
O18003,2025-04-11,2025-04-13,On Time,FedEx
O18004,2025-04-09,,On Time,FedEx
