order_id,product_id,quantity,unit_price,total_price,discount
O14229,P1043,2,194.89,327.42,0.16
O16290,P1214,1,43.95,39.56,0.1
O22130,P1203,1,13.14,9.72,0.26
O15176,P1292,2,79.64,138.57,0.13
O19137,P1266,2,171.08,260.04,0.24
O13646,P1284,5,110.99,449.51,0.19
O16367,P1203,3,13.14,39.03,0.01
O14667,P1232,2,118.71,220.8,0.07
O14632,P1273,5,204.76,911.18,
O21483,P1075,3,79.47,226.49,0.05
O13747,P1173,1,23.14,18.74,0.19
O13813,P1118,3,17.05,46.55,0.09
O20534,P1150,2,164.09,262.54,0.2
O17048,P1297,5,147.45,670.9,0.09
O18966,P1272,3,113.87,297.2,0.13
O23308,P1195,3,129.66,311.18,0.2
O23128,P1084,5,181.36,816.12,0.1
O17114,P1082,1,252.24,216.93,0.14
O11784,P1264,3,260.77,618.02,0.21
O15736,P1136,5,274.84,1291.75,0.06
O19212,P1078,1,230.87,219.33,0.05
O24647,P1225,5,171.94,790.92,0.08
O10054,P1290,5,294.21,1323.94,0.1
O15035,P1221,1,117.49,93.99,0.2
O16063,P1106,5,75.04,311.42,0.17
O18378,P1034,5,296.2,1140.37,0.23
O23915,P1054,5,32.32,145.44,0.1
O16840,P1186,1,208.07,187.26,0.1
O22491,P1080,1,193.37,135.36,0.3
O17716,P1175,2,258.38,490.92,0.05
O21076,P1160,5,217.23,1031.84,0.05
O23979,P1217,1,213.28,151.43,
O24186,P1135,3,244.93,690.7,0.06
O22271,P1290,5,294.21,1294.52,0.12
O13727,P1247,1,112.47,88.85,0.21
O17413,P1069,3,291.82,840.44,0.04
O18867,P1162,1,223.99,172.47,
O12448,P1252,5,57.16,202.92,0.29
O19806,P1188,5,16.75,59.46,0.29
O21971,P1171,2,135.82,268.92,0.01
O18130,P1181,2,168.23,272.53,0.19
O10205,P1028,1,66.84,53.47,0.2
O23496,P1187,5,102.5,445.88,0.13
O20239,P1253,3,248.54,745.62,0.0
O16476,P1001,3,183.61,495.75,0.1
O23027,P1062,2,133.86,259.69,
O11731,P1297,5,147.45,641.41,0.13
O14786,P1123,3,290.33,775.18,0.11
O20688,P1196,5,235.16,858.33,0.27
O15149,P1244,3,268.18,699.95,0.13
O13200,P1264,5,260.77,1017.0,0.22
O19208,P1052,3,82.29,222.18,0.1
O23546,P1208,3,105.31,312.77,
O23804,P1260,2,120.46,226.46,0.06
O21282,P1001,1,183.61,135.87,0.26
O20941,P1279,5,189.89,835.52,0.12
O24462,P1209,3,228.19,561.35,0.18
O11742,P1096,3,193.6,551.76,0.05
O16125,P1235,5,291.26,1412.61,0.03
O24595,P1127,3,171.47,375.52,0.27
O15689,P1117,5,219.51,943.89,0.14
O13227,P1170,1,147.31,142.89,0.03
O15608,P1028,5,66.84,297.44,0.11
O21748,P1173,5,23.14,107.6,0.07
O19471,P1291,5,105.34,395.02,0.25
O20537,P1261,2,254.21,432.16,0.15
O18673,P1052,1,82.29,68.3,0.17
O15632,P1178,5,179.87,791.43,0.12
O11374,P1214,2,43.95,63.29,0.28
O20631,P1190,1,212.05,167.52,0.21
O12049,P1297,2,147.45,250.66,0.15
O24035,P1293,2,47.38,89.07,0.06
O22831,P1244,5,268.18,1287.26,0.04
O24298,P1167,5,21.81,97.05,0.11
O13532,P1036,1,246.48,211.97,0.14
O16460,P1155,3,32.75,90.39,0.08
O22756,P1065,5,74.41,360.89,0.03
O13377,P1184,5,30.11,149.04,0.01
O16443,P1003,5,261.19,1110.06,0.15
O21137,P1232,5,118.71,451.1,0.24
O16004,P1230,5,198.27,981.44,0.01
O14841,P1262,5,145.92,554.5,0.24
O11791,P1276,1,172.67,170.94,0.01
O21046,P1169,5,38.37,155.4,0.19
O15839,P1068,2,213.88,307.99,0.28
O14361,P1066,1,107.91,101.44,0.06
O19518,P1020,5,153.6,583.68,0.24
O11764,P1291,5,105.34,495.1,0.06
O22651,P1116,3,152.83,417.23,0.09
O11859,P1115,1,155.76,110.59,0.29
O23162,P1177,5,196.3,736.12,0.25
O15178,P1267,5,283.98,1235.31,
O13574,P1210,3,238.99,559.24,0.22
O23451,P1230,3,198.27,493.69,0.17
O10957,P1167,5,21.81,80.7,0.26
O10816,P1089,2,49.88,84.8,0.15
O11931,P1033,1,242.64,206.24,0.15
O19639,P1256,1,261.16,232.43,0.11
O24522,P1133,5,213.72,929.68,0.13
O23327,P1279,2,189.89,360.79,0.05
O17099,P1230,5,198.27,921.96,0.07
O20168,P1185,5,15.28,56.54,0.26
O17871,P1154,2,88.54,173.54,0.02
O22645,P1201,5,249.67,1185.93,0.05
O22913,P1268,2,81.73,147.11,0.1
O13517,P1080,2,193.37,293.92,0.24
O23265,P1176,2,57.25,111.06,0.03
O16214,P1287,2,285.36,507.94,0.11
O18063,P1015,2,59.45,84.42,0.29
O11067,P1067,5,103.73,430.48,
O23052,P1017,2,244.44,395.99,0.19
O14990,P1159,2,82.57,148.63,0.1
O16888,P1246,1,64.56,51.0,0.21
O22359,P1248,2,32.54,59.87,0.08
O24542,P1130,1,297.12,228.78,0.23
O10732,P1261,5,254.21,927.87,0.27
O17745,P1159,5,82.57,288.99,0.3
O12587,P1107,5,78.8,287.62,0.27
O17514,P1040,1,190.76,150.7,0.21
O16069,P1125,5,121.68,590.15,0.03
O19582,P1262,1,145.92,113.82,0.22
O20459,P1057,3,262.72,583.24,0.26
O21867,P1275,5,257.13,1208.51,0.06
O23201,P1159,1,82.57,63.58,0.23
O11194,P1001,2,183.61,271.74,0.26
O20136,P1224,2,34.22,58.86,0.14
O21067,P1109,3,256.27,661.18,0.14
O21235,P1021,3,273.7,599.4,0.27
O14795,P1065,1,74.41,73.67,0.01
O24392,P1007,5,63.19,312.79,
O14516,P1274,5,233.97,1099.66,0.06
O10446,P1259,5,53.62,219.84,0.18
O21236,P1054,1,32.32,23.92,0.26
O15753,P1144,1,181.34,168.65,0.07
O10018,P1133,5,213.72,1004.48,0.06
O20484,P1184,5,30.11,124.96,0.17
O15689,P1233,2,261.89,434.74,0.17
O18989,P1291,3,105.34,230.69,0.27
O13280,P1062,1,133.86,105.75,0.21
O10517,P1082,3,252.24,718.88,0.05
O15370,P1255,3,131.29,378.12,0.04
O17691,P1176,5,57.25,246.18,0.14
O18748,P1055,3,56.75,141.31,0.17
O20134,P1073,2,155.78,258.59,0.17
O12458,P1137,2,155.44,273.57,0.12
O24127,P1017,2,244.44,366.66,0.25
O24183,P1124,1,257.37,221.34,0.14
O10302,P1034,5,296.2,1392.14,0.06
O23015,P1045,3,216.84,604.98,0.07
O21813,P1143,5,167.37,594.16,
O20595,P1284,5,110.99,516.1,0.07
O15010,P1108,1,226.48,183.45,0.19
O14864,P1291,3,105.34,259.14,0.18
O12220,P1181,1,168.23,149.72,0.11
O11359,P1032,1,167.38,120.51,0.28
O13455,P1054,3,32.32,72.72,0.25
O12358,P1009,1,94.46,79.35,0.16
O21753,P1108,5,226.48,1087.1,0.04
O22017,P1044,5,146.94,646.54,0.12
O23893,P1032,2,167.38,307.98,0.08
O11108,P1095,5,270.19,1202.35,0.11
O10449,P1157,3,211.83,603.72,
O23674,P1274,5,233.97,959.28,0.18
O16844,P1020,5,153.6,537.6,0.3
O20518,P1083,1,64.09,53.19,0.17
O20845,P1023,1,160.82,160.82,0.0
O23097,P1100,5,34.4,125.56,0.27
O20004,P1127,5,171.47,677.31,0.21
O12320,P1128,1,211.85,158.89,0.25
O11320,P1023,5,160.82,723.69,0.1
O17920,P1254,1,220.46,196.21,0.11
O12405,P1022,2,202.13,299.15,0.26
O10667,P1011,3,116.24,331.28,
O16382,P1291,3,105.34,293.9,0.07
O18313,P1150,2,164.09,252.7,0.23
O24456,P1291,5,105.34,416.09,0.21
O23214,P1012,3,237.7,599.0,0.16
O19893,P1133,1,213.72,198.76,0.07
O22251,P1287,1,285.36,199.75,0.3
O16657,P1074,5,90.81,367.78,0.19
O15864,P1144,1,181.34,145.07,0.2
O23626,P1039,2,43.6,83.71,0.04
O16912,P1264,5,260.77,938.77,0.28
O21509,P1180,2,196.55,326.27,0.17
O12737,P1195,2,129.66,217.83,0.16
O24088,P1187,1,102.5,80.98,0.21
O18899,P1149,5,34.75,161.59,0.07
O24149,P1053,1,229.11,219.95,0.04
O21220,P1218,1,248.34,240.89,0.03
O12283,P1189,1,91.74,65.14,0.29
O13893,P1005,1,291.27,227.19,0.22
O21617,P1256,3,261.16,564.11,0.28
O10401,P1154,5,88.54,358.59,0.19
O23604,P1137,2,155.44,239.38,0.23
O19867,P1094,3,80.14,185.12,0.23
O17944,P1015,2,59.45,103.44,0.13
O24630,P1130,3,297.12,855.71,0.04
O18678,P1202,1,269.7,226.55,0.16
O21387,P1062,3,133.86,297.17,
O16496,P1083,1,64.09,63.45,0.01
O22406,P1079,2,221.18,380.43,0.14
O14260,P1141,5,37.25,135.96,0.27
O14947,P1242,1,271.34,241.49,0.11
O22134,P1260,5,120.46,445.7,0.26
O19280,P1026,3,269.5,638.72,0.21
O13401,P1036,3,246.48,650.71,
O15106,P1039,3,43.6,103.33,0.21
O23077,P1113,1,124.0,99.2,0.2
O20987,P1122,5,279.21,1382.09,0.01
O23479,P1289,3,84.89,241.94,0.05
O16170,P1201,5,249.67,1235.87,0.01
O23890,P1061,5,41.92,197.02,0.06
O11463,P1134,5,95.14,404.34,0.15
O13044,P1113,1,124.0,88.04,0.29
O13645,P1211,2,153.38,245.41,0.2
O13863,P1197,2,279.92,520.65,0.07
O20167,P1205,3,285.52,702.38,0.18
O10162,P1080,1,193.37,158.56,0.18
O21070,P1298,5,59.97,272.86,0.09
O23270,P1107,5,78.8,327.02,0.17
O11345,P1161,1,91.18,81.15,0.11
O22517,P1189,2,91.74,168.8,0.08
O12205,P1169,1,38.37,35.3,0.08
O16423,P1122,3,279.21,829.25,0.01
O23946,P1144,1,181.34,128.75,0.29
O19113,P1025,5,234.79,997.86,0.15
O12458,P1024,5,63.61,257.62,0.19
O20959,P1294,5,54.05,202.69,0.25
O21119,P1215,1,230.84,205.45,0.11
O24297,P1277,3,127.01,289.58,0.24
O20793,P1039,1,43.6,31.83,0.27
O21950,P1233,1,261.89,191.18,0.27
O20157,P1122,2,279.21,435.57,0.22
O23844,P1088,2,122.15,185.67,0.24
O21133,P1048,1,133.99,113.89,0.15
O19874,P1258,1,245.06,218.1,0.11
O14433,P1089,3,49.88,112.23,0.25
O20267,P1070,1,83.02,69.74,0.16
O16466,P1088,5,122.15,513.03,0.16
O23723,P1153,2,103.66,186.59,0.1
O19846,P1041,1,28.43,21.32,0.25
O19842,P1202,2,269.7,539.4,0.0
O10160,P1204,3,36.47,91.9,0.16
O12115,P1096,1,193.6,143.26,0.26
O11434,P1064,3,158.12,346.28,0.27
O19596,P1193,1,61.46,49.78,0.19
O22645,P1117,3,219.51,638.77,0.03
O12622,P1079,5,221.18,917.9,0.17
O13723,P1284,1,110.99,89.9,0.19
O11281,P1099,5,236.16,850.18,0.28
O24373,P1229,5,44.46,180.06,0.19
O15752,P1257,5,17.65,62.66,0.29
O18049,P1259,2,53.62,77.21,0.28
O13043,P1178,3,179.87,426.29,0.21
O11760,P1169,2,38.37,72.14,0.06
O18366,P1180,5,196.55,913.96,0.07
O15494,P1159,1,82.57,61.1,0.26
O21460,P1042,2,104.3,208.6,0.0
O23865,P1107,3,78.8,231.67,0.02
O12045,P1258,1,245.06,237.71,0.03
O11571,P1261,3,254.21,655.86,0.14
O23190,P1237,2,297.96,417.14,0.3
O12615,P1127,2,171.47,298.36,0.13
O14335,P1185,2,15.28,25.98,0.15
O21314,P1103,3,202.42,534.39,0.12
O14174,P1012,3,237.7,570.48,0.2
O10448,P1254,5,220.46,903.89,0.18
O17079,P1281,1,14.22,12.09,0.15
O23960,P1155,3,32.75,71.72,0.27
O19398,P1011,2,116.24,202.26,0.13
O21361,P1262,2,145.92,218.88,0.25
O12199,P1164,1,81.84,57.29,0.3
O24347,P1206,5,176.3,731.64,0.17
O23548,P1011,5,116.24,418.46,0.28
O21484,P1240,3,211.77,540.01,0.15
O23421,P1021,5,273.7,1327.44,0.03
O11079,P1136,2,274.84,533.19,0.03
O22266,P1244,2,268.18,536.36,0.0
O15709,P1103,3,202.42,564.75,0.07
O21282,P1161,1,91.18,82.06,0.1
O14827,P1124,2,257.37,489.0,0.05
O12892,P1283,1,136.87,131.4,0.04
O23030,P1286,1,190.41,135.19,0.29
O21605,P1247,5,112.47,472.37,0.16
O12792,P1143,3,167.37,477.0,0.05
O15735,P1066,5,107.91,415.45,0.23
O22058,P1243,1,91.48,86.91,0.05
O22777,P1113,3,124.0,290.16,0.22
O11262,P1023,2,160.82,279.83,0.13
O10908,P1271,1,204.79,176.12,0.14
O19050,P1253,5,248.54,1130.86,0.09
O11865,P1045,5,216.84,1040.83,0.04
O18410,P1207,1,140.05,134.45,0.04
O18622,P1251,5,246.0,1217.7,0.01
O11818,P1011,2,116.24,206.91,0.11
O15572,P1093,2,171.01,338.6,0.01
O18491,P1085,3,14.81,31.55,0.29
O17247,P1160,2,217.23,408.39,0.06
O12450,P1287,3,285.36,727.67,0.15
O12539,P1164,1,81.84,66.29,0.19
O24560,P1046,3,172.77,430.2,0.17
O17606,P1040,1,190.76,171.68,0.1
O22235,P1140,2,108.02,196.6,0.09
O17058,P1065,3,74.41,180.82,0.19
O19317,P1216,3,39.33,101.47,0.14
O19510,P1017,2,244.44,371.55,
O15176,P1214,5,43.95,162.62,0.26
O10421,P1060,5,269.87,1092.97,0.19
O21923,P1013,2,159.13,251.43,
O22934,P1082,5,252.24,1097.24,0.13
O23796,P1031,2,113.46,224.65,0.01
O19852,P1211,1,153.38,130.37,0.15
O21464,P1191,3,264.47,722.0,0.09
O21606,P1013,5,159.13,668.35,0.16
O22220,P1253,1,248.54,191.38,0.23
O24509,P1193,1,61.46,47.94,0.22
O21935,P1271,5,204.79,890.84,0.13
O12349,P1057,1,262.72,189.16,0.28
O20640,P1260,2,120.46,197.55,0.18
O17866,P1291,1,105.34,77.95,0.26
O12966,P1037,5,221.41,1007.42,0.09
O21861,P1046,1,172.77,138.22,0.2
O16273,P1215,5,230.84,865.65,0.25
O11513,P1184,5,30.11,135.5,0.1
O21310,P1281,5,14.22,52.61,0.26
O12963,P1103,5,202.42,769.2,0.24
O10876,P1221,2,117.49,227.93,0.03
O12374,P1166,3,43.66,130.98,0.0
O11298,P1156,1,289.17,231.34,0.2
O22873,P1259,2,53.62,83.65,0.22
O16845,P1245,2,189.84,372.09,0.02
O11597,P1223,1,228.48,210.2,0.08
O18757,P1022,2,202.13,323.41,0.2
O10217,P1224,2,34.22,58.86,0.14
O23670,P1095,2,270.19,453.92,0.16
O10306,P1128,1,211.85,165.24,0.22
O14978,P1179,2,176.89,318.4,0.1
O20441,P1091,1,264.43,195.68,0.26
O23717,P1189,2,91.74,177.98,0.03
O18780,P1103,3,202.42,601.19,0.01
O23815,P1190,1,212.05,161.16,0.24
O22813,P1257,3,17.65,45.01,0.15
O23126,P1154,2,88.54,139.89,0.21
O11480,P1118,1,17.05,12.79,0.25
O21580,P1133,2,213.72,337.68,0.21
O13764,P1233,1,261.89,191.18,0.27
O17893,P1181,2,168.23,329.73,
O11305,P1092,2,201.4,374.6,0.07
O19635,P1244,5,268.18,1019.08,0.24
O12337,P1006,5,71.58,357.9,0.0
O23376,P1279,2,189.89,265.85,0.3
O18669,P1041,5,28.43,127.94,0.1
O17558,P1293,1,47.38,41.22,0.13
O13446,P1225,1,171.94,125.52,0.27
O14958,P1279,2,189.89,364.59,0.04
O23982,P1134,2,95.14,186.47,0.02
O18314,P1198,5,134.41,577.96,0.14
O20986,P1002,5,55.24,245.82,0.11
O18262,P1047,1,153.2,111.84,0.27
O22150,P1257,1,17.65,16.77,0.05
O10230,P1092,5,201.4,986.86,0.02
O23326,P1270,5,185.79,696.71,0.25
O20102,P1250,5,165.47,719.79,0.13
O14615,P1231,2,179.18,304.61,0.15
O21764,P1067,5,103.73,497.9,0.04
O24355,P1066,5,107.91,496.39,0.08
O22077,P1014,1,23.47,19.95,0.15
O19933,P1052,5,82.29,394.99,0.04
O18681,P1174,3,191.5,551.52,0.04
O12444,P1181,3,168.23,499.64,0.01
O14028,P1201,1,249.67,199.74,0.2
O13083,P1245,3,189.84,541.04,0.05
O23952,P1081,3,165.37,391.93,0.21
O11115,P1252,2,57.16,97.17,0.15
O12007,P1063,5,259.61,1038.44,0.2
O20274,P1079,3,221.18,610.46,0.08
O14100,P1206,3,176.3,417.83,0.21
O23248,P1199,1,228.82,185.34,0.19
O23027,P1183,3,272.55,727.71,0.11
O14141,P1285,3,237.26,548.07,0.23
O12792,P1051,2,157.49,305.53,0.03
O13361,P1001,3,183.61,391.09,0.29
O14186,P1031,1,113.46,99.84,0.12
O12870,P1198,3,134.41,358.87,0.11
O21758,P1054,3,32.32,84.36,0.13
O22990,P1149,3,34.75,100.08,0.04
O11041,P1276,1,172.67,127.78,0.26
O18610,P1249,2,296.0,580.16,0.02
O20377,P1203,1,13.14,11.17,0.15
O17269,P1014,1,23.47,22.53,0.04
O10022,P1149,5,34.75,159.85,0.08
O14480,P1141,3,37.25,109.52,0.02
O13987,P1257,1,17.65,17.47,0.01
O15563,P1266,5,171.08,778.41,0.09
O14709,P1132,5,224.82,1000.45,0.11
O21436,P1140,1,108.02,89.66,0.17
O19160,P1275,5,257.13,1067.09,0.17
O21148,P1116,2,152.83,305.66,0.0
O23506,P1063,3,259.61,677.58,0.13
O14110,P1068,5,213.88,1015.93,0.05
O24158,P1082,5,252.24,908.06,0.28
O18166,P1175,3,258.38,759.64,0.02
O13869,P1114,1,193.03,185.31,0.04
O22200,P1112,5,80.76,379.57,0.06
O23007,P1054,5,32.32,156.75,0.03
O18796,P1086,2,75.68,142.28,0.06
O16038,P1237,2,297.96,518.45,0.13
O12119,P1131,3,160.32,418.44,0.13
O17726,P1264,1,260.77,232.09,0.11
O23233,P1049,1,41.29,39.64,0.04
O10189,P1236,1,268.43,236.22,0.12
O22994,P1199,5,228.82,1029.69,0.1
O12476,P1151,1,194.85,175.36,0.1
O19954,P1033,5,242.64,909.9,0.25
O14185,P1134,3,95.14,236.9,0.17
O16904,P1184,2,30.11,54.2,
O11474,P1019,5,137.64,550.56,0.2
O19171,P1087,1,60.57,53.91,0.11
O23213,P1113,3,124.0,331.08,0.11
O21106,P1210,1,238.99,186.41,0.22
O16362,P1249,3,296.0,816.96,0.08
O20090,P1040,1,190.76,181.22,0.05
O21686,P1077,1,80.2,72.98,0.09
O18085,P1138,1,198.49,170.7,0.14
O20359,P1252,3,57.16,150.9,0.12
O14557,P1277,3,127.01,320.07,0.16
O11900,P1291,5,105.34,521.43,0.01
O14728,P1057,2,262.72,499.17,0.05
O13911,P1008,1,162.18,118.39,0.27
O16232,P1197,5,279.92,1343.62,
O11068,P1295,1,195.85,162.56,0.17
O11877,P1285,5,237.26,1091.4,0.08
O20702,P1055,3,56.75,148.12,0.13
O22808,P1257,3,17.65,38.12,0.28
O12686,P1070,3,83.02,176.83,0.29
O12644,P1049,3,41.29,121.39,0.02
O24063,P1266,5,171.08,795.52,0.07
O23816,P1271,5,204.79,993.23,0.03
O11955,P1087,2,60.57,104.18,0.14
O11020,P1265,5,299.92,1259.66,0.16
O21711,P1056,3,244.35,535.13,0.27
O23517,P1148,5,72.59,319.4,0.12
O13256,P1092,1,201.4,149.04,0.26
O22622,P1104,5,56.63,274.66,0.03
O15778,P1250,2,165.47,301.16,0.09
O15573,P1179,2,176.89,258.26,0.27
O12652,P1024,3,63.61,187.01,0.02
O13415,P1165,3,229.78,654.87,0.05
O20926,P1105,3,210.65,448.68,0.29
O11858,P1208,2,105.31,200.09,0.05
O13125,P1269,2,47.46,67.39,0.29
O11133,P1127,5,171.47,677.31,0.21
O22170,P1018,3,38.32,97.72,0.15
O14397,P1131,2,160.32,314.23,0.02
O12185,P1050,2,194.56,342.43,0.12
O13004,P1297,3,147.45,424.66,0.04
O16804,P1072,2,20.7,37.67,0.09
O15746,P1264,3,260.77,625.85,0.2
O12020,P1032,5,167.38,728.1,0.13
O20111,P1270,5,185.79,724.58,0.22
O19037,P1203,2,13.14,21.29,0.19
O20763,P1002,5,55.24,256.87,0.07
O23309,P1023,5,160.82,586.99,0.27
O17895,P1152,2,293.0,515.68,0.12
O22453,P1139,1,240.78,204.66,0.15
O15046,P1228,2,145.91,230.54,0.21
O19218,P1070,5,83.02,332.08,0.2
O24027,P1035,1,67.63,53.43,0.21
O18225,P1011,3,116.24,334.77,0.04
O12321,P1238,5,170.62,648.36,0.24
O23857,P1041,1,28.43,25.02,0.12
O22080,P1183,5,272.55,1076.57,0.21
O21867,P1215,5,230.84,1015.7,0.12
O15182,P1044,5,146.94,617.15,0.16
O14617,P1257,3,17.65,46.6,
O15888,P1071,2,97.25,190.61,0.02
O22938,P1263,2,89.29,126.79,0.29
O18535,P1267,3,283.98,834.9,0.02
O10303,P1141,2,37.25,56.62,0.24
O14363,P1140,5,108.02,421.28,0.22
O17087,P1005,5,291.27,1194.21,0.18
O14911,P1252,3,57.16,164.62,0.04
O21366,P1198,3,134.41,326.62,0.19
O23816,P1022,3,202.13,600.33,0.01
O10007,P1021,5,273.7,1067.43,0.22
O16439,P1168,3,214.06,462.37,0.28
O12449,P1070,3,83.02,184.3,
O13551,P1189,2,91.74,150.45,0.18
O18441,P1213,2,267.43,433.24,0.19
O16502,P1032,2,167.38,324.72,0.03
O10089,P1207,1,140.05,131.65,0.06
O11203,P1193,1,61.46,60.85,0.01
O20611,P1269,5,47.46,180.35,0.24
O12864,P1299,1,21.85,20.76,0.05
O20662,P1163,2,187.4,329.82,0.12
O19301,P1200,2,271.74,385.87,0.29
O21941,P1157,1,211.83,190.65,0.1
O12693,P1142,1,20.42,15.32,0.25
O21382,P1180,1,196.55,153.31,0.22
O23275,P1098,3,270.16,607.86,0.25
O17013,P1279,3,189.89,558.28,0.02
O17330,P1236,2,268.43,445.59,0.17
O20905,P1062,2,133.86,192.76,0.28
O18796,P1160,5,217.23,858.06,0.21
O20928,P1047,1,153.2,142.48,0.07
O16684,P1114,1,193.03,171.8,0.11
O11248,P1051,5,157.49,669.33,0.15
O11144,P1297,1,147.45,125.33,0.15
O24487,P1087,2,60.57,96.91,0.2
O23567,P1007,5,63.19,227.48,
O21095,P1228,3,145.91,393.96,0.1
O10970,P1099,5,236.16,873.79,0.26
O19709,P1241,3,191.99,570.21,0.01
O18863,P1274,1,233.97,191.86,0.18
O22811,P1064,3,158.12,412.69,0.13
O22207,P1227,1,152.86,140.63,0.08
O18389,P1029,3,104.35,222.27,0.29
O10760,P1092,3,201.4,435.02,0.28
O20552,P1082,5,252.24,1160.3,0.08
O17992,P1150,2,164.09,292.08,0.11
O15802,P1192,1,243.01,196.84,0.19
O13859,P1214,1,43.95,37.8,0.14
O18398,P1071,3,97.25,245.07,0.16
O19620,P1043,5,194.89,867.26,
O23622,P1056,3,244.35,615.76,0.16
O11047,P1109,5,256.27,1242.91,0.03
O13665,P1124,2,257.37,427.23,0.17
O12703,P1032,3,167.38,451.93,0.1
O15810,P1045,5,216.84,813.15,0.25
O24045,P1118,2,17.05,32.74,0.04
O23459,P1025,2,234.79,413.23,0.12
O16920,P1048,5,133.99,549.36,0.18
O23525,P1000,1,285.71,237.14,0.17
O23326,P1012,2,237.7,456.38,0.04
O13654,P1270,3,185.79,468.19,0.16
O12405,P1200,1,271.74,225.54,0.17
O18156,P1247,2,112.47,195.7,0.13
O24581,P1203,1,13.14,11.04,0.16
O11929,P1018,2,38.32,55.95,0.27
O18758,P1058,1,64.11,52.57,0.18
O14061,P1073,1,155.78,123.07,0.21
O23315,P1135,3,244.93,521.7,0.29
O11215,P1104,1,56.63,45.87,0.19
O12540,P1286,5,190.41,828.28,0.13
O11407,P1038,1,31.47,29.9,0.05
O15761,P1169,1,38.37,27.24,0.29
O14345,P1017,5,244.44,904.43,0.26
O24209,P1275,5,257.13,1272.79,0.01
O20940,P1228,1,145.91,125.48,0.14
O21602,P1159,3,82.57,220.46,0.11
O16176,P1180,2,196.55,310.55,0.21
O13984,P1069,2,291.82,431.89,0.26
O10576,P1287,3,285.36,607.82,0.29
O17515,P1137,5,155.44,753.88,0.03
O16618,P1113,3,124.0,353.4,0.05
O21896,P1092,3,201.4,561.91,0.07
O13235,P1023,3,160.82,419.74,0.13
O22961,P1273,5,204.76,880.47,0.14
O23085,P1264,3,260.77,571.09,0.27
O15322,P1068,2,213.88,427.76,0.0
O20002,P1093,3,171.01,482.25,0.06
O14238,P1148,5,72.59,279.47,0.23
O23754,P1010,2,50.45,85.76,0.15
O24179,P1220,5,296.13,1036.46,0.3
O13403,P1074,2,90.81,158.01,0.13
O13598,P1154,1,88.54,81.46,0.08
O10685,P1128,2,211.85,389.8,0.08
O21936,P1043,1,194.89,192.94,0.01
O14463,P1084,5,181.36,661.96,0.27
O11623,P1137,5,155.44,715.02,0.08
O20938,P1151,5,194.85,867.08,0.11
O23307,P1057,2,262.72,499.17,0.05
O13859,P1060,3,269.87,728.65,0.1
O20685,P1069,2,291.82,490.26,0.16
O15996,P1202,2,269.7,512.43,0.05
O22204,P1261,1,254.21,205.91,0.19
O11980,P1198,2,134.41,239.25,0.11
O20377,P1016,1,285.18,248.11,0.13
O19715,P1080,3,193.37,417.68,0.28
O10195,P1129,1,38.18,35.51,0.07
O11779,P1124,1,257.37,234.21,0.09
O12229,P1042,3,104.3,253.45,0.19
O12198,P1232,1,118.71,103.28,0.13
O17997,P1124,1,257.37,254.8,0.01
O18771,P1130,5,297.12,1411.32,0.05
O22022,P1146,3,114.46,243.8,0.29
O11601,P1100,3,34.4,76.37,0.26
O16331,P1272,3,113.87,334.78,0.02
O16817,P1183,5,272.55,1171.96,0.14
O20671,P1162,2,223.99,425.58,0.05
O17382,P1023,1,160.82,128.66,0.2
O18087,P1206,1,176.3,135.75,
O20349,P1161,3,91.18,205.16,0.25
O22569,P1261,2,254.21,386.4,0.24
O20489,P1287,5,285.36,1255.58,0.12
O13197,P1029,5,104.35,516.53,0.01
O21532,P1206,3,176.3,423.12,0.2
O11328,P1288,3,278.71,760.88,0.09
O13866,P1257,3,17.65,51.36,0.03
O13922,P1000,3,285.71,651.42,0.24
O15759,P1008,3,162.18,476.81,0.02
O17012,P1290,2,294.21,547.23,0.07
O12064,P1155,2,32.75,50.44,0.23
O21158,P1208,3,105.31,243.27,0.23
O17507,P1243,5,91.48,443.68,0.03
O16340,P1039,1,43.6,38.8,0.11
O10923,P1210,5,238.99,1159.1,0.03
O15027,P1148,1,72.59,71.86,0.01
O19429,P1043,1,194.89,150.07,0.23
O20591,P1213,2,267.43,443.93,0.17
O16235,P1096,1,193.6,152.94,0.21
O19936,P1266,2,171.08,318.21,0.07
O16119,P1129,1,38.18,35.13,
O16042,P1250,1,165.47,147.27,0.11
O14874,P1218,1,248.34,208.61,0.16
O18914,P1104,3,56.63,139.31,0.18
O20193,P1203,3,13.14,30.75,0.22
O10929,P1019,1,137.64,97.72,0.29
O15092,P1061,5,41.92,182.35,0.13
O15491,P1142,5,20.42,85.76,0.16
O10127,P1285,3,237.26,519.6,0.27
O16334,P1113,3,124.0,327.36,0.12
O14437,P1055,3,56.75,161.74,0.05
O19789,P1054,3,32.32,92.11,0.05
O16190,P1117,5,219.51,812.19,0.26
O17575,P1257,3,17.65,47.65,0.1
O16038,P1259,5,53.62,209.12,0.22
O24382,P1221,1,117.49,116.32,0.01
O12628,P1027,2,277.34,532.49,0.04
O14779,P1039,1,43.6,32.26,0.26
O10743,P1118,1,17.05,12.28,0.28
O22366,P1041,3,28.43,69.94,0.18
O12187,P1199,2,228.82,402.72,0.12
O20033,P1020,1,153.6,132.1,0.14
O24455,P1056,3,244.35,520.47,0.29
O10415,P1064,1,158.12,112.27,0.29
